"","CODE_TYPE","CODE_TYPE_CDM","CODE","CODE_LABEL","CODEGRP","CODEGRP_LABEL"
"539","RXNORM","RX","1652087","12 HR chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"540","RXNORM","RX","1657147","{8 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 16 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"541","RXNORM","RX","1659175","acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"542","RXNORM","RX","1659960","acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"543","RXNORM","RX","1661319","codeine phosphate 2 MG/ML / phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"544","RXNORM","RX","1663612","brompheniramine maleate 0.2 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"545","RXNORM","RX","1663815","meclizine hydrochloride 25 MG Disintegrating Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"546","RXNORM","RX","1664543","12 HR chlorpheniramine maleate 8 MG / codeine phosphate 54.3 MG Extended Release Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"547","RXNORM","RX","1666116","{1 (120 ML) (brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (120 ML) (diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"548","RXNORM","RX","1727571","{10 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 20 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"549","RXNORM","RX","1730187","{12 (aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) / 8 (aspirin 500 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"550","RXNORM","RX","1730190","{1 (118 ML) (dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (118 ML) (diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"551","RXNORM","RX","1730192","{1 (180 ML) (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (180 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"552","RXNORM","RX","1730211","{8 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 16 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"553","RXNORM","RX","1730213","{8 (acetaminophen 325 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 16 (acetaminophen 325 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"554","RXNORM","RX","1735487","chlophedianol hydrochloride 25 MG / pyrilamine maleate 50 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"555","RXNORM","RX","1741529","acetaminophen 650 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Powder","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"556","RXNORM","RX","1789508","triprolidine hydrochloride 0.313 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"557","RXNORM","RX","1789740","diphenhydramine hydrochloride 6.25 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"558","RXNORM","RX","1794552","2 ML hydroxyzine hydrochloride 50 MG/ML Injection","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"559","RXNORM","RX","1794554","1 ML hydroxyzine hydrochloride 50 MG/ML Injection","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"560","RXNORM","RX","1795581","carbinoxamine maleate 6 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"561","RXNORM","RX","1795585","{1 (118 ML) (dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML Oral Solution) / 1 (118 ML) (dextromethorphan hydrobromide 3 MG/ML / doxylamine succinate 1.25 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"562","RXNORM","RX","1798453","acetaminophen 500 MG / dexbrompheniramine maleate 1 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"563","RXNORM","RX","1799180","{20 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 20 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"564","RXNORM","RX","1800670","{48 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 120 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"565","RXNORM","RX","1801964","{8 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 16 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"566","RXNORM","RX","1803669","{1 (245 ML) (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) / 1 (245 ML) (acetaminophen 21.7 MG/ML / diphenhydramine hydrochloride 0.833 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"567","RXNORM","RX","1804384","{6 (acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution) / 6 (acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG / doxylamine succinate 12.5 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"568","RXNORM","RX","1804449","{6 (acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution) / 6 (acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"569","RXNORM","RX","1808189","chlophedianol hydrochloride 0.417 MG/ML / pyrilamine maleate 0.833 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"570","RXNORM","RX","1812101","dexbrompheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"571","RXNORM","RX","1855193","{12 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 12 (acetaminophen 325 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"572","RXNORM","RX","1858383","phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 3.2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"573","RXNORM","RX","1860085","{1 (240 ML) (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) / 1 (240 ML) (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"574","RXNORM","RX","1874721","chlophedianol hydrochloride 12.5 MG / pyrilamine maleate 25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"575","RXNORM","RX","1876117","chlorpheniramine maleate 0.4 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"576","RXNORM","RX","1923362","dextromethorphan hydrobromide 30 MG / pyrilamine maleate 30 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"577","RXNORM","RX","1926601","{8 (diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Oral Tablet) / 12 (phenylephrine hydrochloride 10 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"578","RXNORM","RX","1926926","triprolidine hydrochloride 1.25 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"579","RXNORM","RX","1927849","{12 (acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 8 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"580","RXNORM","RX","1939343","{8 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 12 (acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"581","RXNORM","RX","1939354","triprolidine hydrochloride 1.25 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"582","RXNORM","RX","1943497","chlophedianol hydrochloride 2.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"583","RXNORM","RX","1944254","{20 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 10 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"584","RXNORM","RX","1946979","dexbrompheniramine maleate 2 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"585","RXNORM","RX","198602","dimenhydrinate 25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"586","RXNORM","RX","198603","dimenhydrinate 50 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"587","RXNORM","RX","1990881","dexchlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"588","RXNORM","RX","1993219","{118 (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 118 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"589","RXNORM","RX","1993220","{1 (180 ML) (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (180 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"590","RXNORM","RX","1996098","acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"591","RXNORM","RX","1999651","12 HR doxylamine succinate 20 MG / pyridoxine hydrochloride 20 MG Extended Release Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"592","RXNORM","RX","2003130","chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 18 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"593","RXNORM","RX","2003179","chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3.6 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"594","RXNORM","RX","2046528","diphenhydramine hydrochloride 25 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"595","RXNORM","RX","2049841","acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"596","RXNORM","RX","2056073","{1 (118 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) / 1 (118 ML) (dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"597","RXNORM","RX","2056893","chlorpheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"598","RXNORM","RX","2121065","acetaminophen 65 MG/ML / chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.3 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"599","RXNORM","RX","2167740","chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 0.333 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"600","RXNORM","RX","2172491","doxylamine succinate 10.5 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"601","RXNORM","RX","2173662","acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"602","RXNORM","RX","2173667","acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"603","RXNORM","RX","2176488","chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 0.333 MG/ML / pseudoephedrine hydrochloride 0.333 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"604","RXNORM","RX","2178279","pyrilamine maleate 0.833 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"605","RXNORM","RX","2181304","12 HR dexchlorpheniramine maleate 6 MG / phenylephrine hydrochloride 40 MG Extended Release Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"606","RXNORM","RX","2181307","acetaminophen 325 MG / caffeine 45 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"607","RXNORM","RX","2183701","chlorpheniramine maleate 8 MG Extended Release Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"608","RXNORM","RX","2183907","dexchlorpheniramine maleate 0.4 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"609","RXNORM","RX","2184108","dexchlorpheniramine maleate 2 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"610","RXNORM","RX","2262290","dexbrompheniramine maleate 2 MG / phenylephrine hydrochloride 10 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"611","RXNORM","RX","2262293","dexbrompheniramine maleate 2 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"612","RXNORM","RX","2268057","chlophedianol hydrochloride 12.5 MG / pyrilamine maleate 12.5 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"613","RXNORM","RX","2287760","{1 (180 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (180 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"614","RXNORM","RX","2288826","{1 (180 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (180 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"615","RXNORM","RX","2375703","{1 (118 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (118 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"616","RXNORM","RX","2375931","{1 (180 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (180 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"617","RXNORM","RX","2383312","{56 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 112 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"618","RXNORM","RX","2390630","{1 (180 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (180 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"619","RXNORM","RX","2391334","dexbrompheniramine maleate 2 MG / phenylephrine hydrochloride 7.5 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"620","RXNORM","RX","2397132","{1 (180 ML) (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (180 ML) (acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"621","RXNORM","RX","2472139","{6 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 4 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"622","RXNORM","RX","2472140","{12 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 8 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"623","RXNORM","RX","2472141","{24 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 16 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"624","RXNORM","RX","2475194","{16 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 24 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"625","RXNORM","RX","2549034","acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / triprolidine hydrochloride 1.25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"626","RXNORM","RX","2549037","acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"627","RXNORM","RX","2558505","{8 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet) / 16 (acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"628","RXNORM","RX","2560237","{12 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 8 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"629","RXNORM","RX","2560238","{16 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / triprolidine hydrochloride 1.25 MG Oral Tablet) / 24 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"630","RXNORM","RX","2592643","dexbrompheniramine maleate 0.4 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"631","RXNORM","RX","2608082","acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Capsule","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"632","RXNORM","RX","309913","dimenhydrinate 50 MG Chewable Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"633","RXNORM","RX","309914","dimenhydrinate 50 MG/ML Injectable Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"634","RXNORM","RX","359281","12 HR brompheniramine maleate 6 MG Extended Release Oral Tablet","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"635","RXNORM","RX","477045","chlorpheniramine maleate 2 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
"636","RXNORM","RX","604664","chlorpheniramine maleate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution","2.16.840.1.113883.3.464.1003.1043","Anticholinergics, first generation antihistamines"
